File Path,Prompt,Class Name,Predicted Text,Prompt ID,Number of Shots
data/test/title/LCE-1913-01-08-a-i0015.jpg,<image>An image of,title,An image of E by<|endofchunk|>,1,0
data/test/title/LCE-1911-12-06-a-i0016.jpg,<image>An image of,title,An image of Letter E<|endofchunk|>,1,0
data/test/title/LCE-1948-06-09-a-i0015.jpg,<image>An image of,title,An image of the letter E<|endofchunk|>,1,0
data/test/title/LCE-1943-01-27-a-i0017.jpg,<image>An image of,title,An image of F.E. by Frank Lloyd Wright<|endofchunk|>,1,0
data/test/title/LCE-1907-08-14-a-i0009.jpg,<image>An image of,title,An image of the letter N.<|endofchunk|>,1,0
data/test/title/LCE-1952-02-27-a-i0002.jpg,<image>An image of,title,An image of the letter L.<|endofchunk|>,1,0
data/test/title/LCE-1906-02-03-a-i0003.jpg,<image>An image of,title,An image of 1<|endofchunk|>,1,0
data/test/title/LCE-1912-11-23-a-i0020.jpg,<image>An image of,title,An image of Letter R<|endofchunk|>,1,0
data/test/title/LCE-1913-02-15-a-i0009.jpg,<image>An image of,title,An image of Letter F<|endofchunk|>,1,0
data/test/title/LCE-1913-03-01-a-i0008.jpg,<image>An image of,title,An image of the first page of the letter 'E'<|endofchunk|>,1,0
data/test/title/LCE-1910-04-27-a-i0002.jpg,<image>An image of,title,An image of the letter C.<|endofchunk|>,1,0
data/test/title/LCE-1942-01-02-a-i0012.jpg,<image>An image of,title,An image of D<|endofchunk|>,1,0
data/test/title/LCE-1908-10-07-a-i0011.jpg,<image>An image of,title,An image of E by E.E. Cummings<|endofchunk|>,1,0
data/test/title/LCE-1904-07-02-a-i0002.jpg,<image>An image of,title,An image of the letter L.<|endofchunk|>,1,0
data/test/title/LCE-1923-03-09-a-i0051.jpg,<image>An image of,title,An image of the letter R<|endofchunk|>,1,0
data/test/title/LCE-1907-01-01-a-i0016.jpg,<image>An image of,title,An image of E<|endofchunk|>,1,0
data/test/title/LCE-1912-10-19-a-i0010.jpg,<image>An image of,title,An image of F<|endofchunk|>,1,0
data/test/title/LCE-1904-06-15-a-i0019.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1933-05-03-a-i0012.jpg,<image>An image of,title,An image of F<|endofchunk|>,1,0
data/test/title/LCE-1948-09-17-a-i0020.jpg,<image>An image of,title,An image of the letter E.<|endofchunk|>,1,0
data/test/title/LCE-1911-10-18-a-i0084.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1908-03-07-a-i0008.jpg,<image>An image of,title,An image of F<|endofchunk|>,1,0
data/test/title/LCE-1933-10-09-a-i0017.jpg,<image>An image of,title,An image of the letter E.<|endofchunk|>,1,0
data/test/title/LCE-1949-12-19-a-i0016.jpg,<image>An image of,title,An image of D<|endofchunk|>,1,0
data/test/title/LCE-1909-05-01-a-i0001.jpg,<image>An image of,title,An image of the letter O.<|endofchunk|>,1,0
data/test/title/LCE-1944-03-31-a-i0017.jpg,<image>An image of,title,An image of F.E.<|endofchunk|>,1,0
data/test/title/LCE-1908-08-05-a-i0017.jpg,<image>An image of,title,An image of E by Edward Gorey<|endofchunk|>,1,0
data/test/title/LCE-1935-06-10-a-i0011.jpg,<image>An image of,title,An image of the letter E<|endofchunk|>,1,0
data/test/title/LCE-1906-03-14-a-i0020.jpg,<image>An image of,title,An image of the letter C<|endofchunk|>,1,0
data/test/title/LCE-1943-01-27-a-i0008.jpg,<image>An image of,title,An image of the number 0<|endofchunk|>,1,0
data/test/title/LCE-1900-08-29-a-i0011.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1915-04-07-a-i0012.jpg,<image>An image of,title,An image of the letter C.<|endofchunk|>,1,0
data/test/title/LCE-1908-01-22-a-i0011_2.jpg,<image>An image of,title,An image of Letter E by Anonymous<|endofchunk|>,1,0
data/test/title/LCE-1911-10-18-a-i0002.jpg,<image>An image of,title,An image of the letter C<|endofchunk|>,1,0
data/test/title/LCE-1919-12-12-a-i0013.jpg,<image>An image of,title,An image of F<|endofchunk|>,1,0
data/test/title/LCE-1958-06-16-a-i0011.jpg,<image>An image of,title,An image of the front cover of Lefe<|endofchunk|>,1,0
data/test/title/LCE-1903-04-15-a-i0005.jpg,<image>An image of,title,An image of the letter N.<|endofchunk|>,1,0
data/test/title/LCE-1906-07-25-a-i0010.jpg,<image>An image of,title,An image of the number 0<|endofchunk|>,1,0
data/test/title/LCE-1912-10-12-a-i0009.jpg,<image>An image of,title,An image of E<|endofchunk|>,1,0
data/test/title/LCE-1915-12-08-a-i0013.jpg,<image>An image of,title,"An image of R from the front page of the New York Times on October 1, 1857.<|endofchunk|>",1,0
data/test/title/LCE-1932-07-15-a-i0019.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1900-03-17-a-i0006.jpg,<image>An image of,title,An image of N.<|endofchunk|>,1,0
data/test/title/LCE-1914-05-11-a-i0016.jpg,<image>An image of,title,An image of Letter L<|endofchunk|>,1,0
data/test/title/LCE-1907-12-28-a-i0001.jpg,<image>An image of,title,An image of the letter O.<|endofchunk|>,1,0
data/test/title/LCE-1933-09-15-a-i0015.jpg,<image>An image of,title,An image of the letter D.<|endofchunk|>,1,0
data/test/title/LCE-1919-07-12-a-i0020.jpg,<image>An image of,title,An image of O<|endofchunk|>,1,0
data/test/title/LCE-1905-04-08-a-i0010.jpg,<image>An image of,title,An image of the number 0<|endofchunk|>,1,0
data/test/title/LCE-1950-02-24-a-i0001.jpg,<image>An image of,title,An image of E by E E E E E E E E E E E E E E E E E E,1,0
data/test/title/LCE-1914-05-01-a-i0002.jpg,<image>An image of,title,An image of Letter L<|endofchunk|>,1,0
data/test/title/LCE-1920-12-03-a-i0084.jpg,<image>An image of,title,An image of D<|endofchunk|>,1,0
data/test/title/LCE-1941-08-18-a-i0015.jpg,<image>An image of,title,An image of the letter R<|endofchunk|>,1,0
data/test/title/LCE-1942-05-20-a-i0019.jpg,<image>An image of,title,An image of F.E.<|endofchunk|>,1,0
data/test/title/LCE-1908-09-26-a-i0010.jpg,<image>An image of,title,An image of the poem 'The End' by William Butler Yeats by William Butler Yeats<|endofchunk|>,1,0
data/test/title/LCE-1908-03-28-a-i0012.jpg,<image>An image of,title,An image of Letter E<|endofchunk|>,1,0
data/test/title/LCE-1914-07-10-a-i0015.jpg,<image>An image of,title,An image of Letter E<|endofchunk|>,1,0
data/test/title/LCE-1921-12-09-a-i0059.jpg,<image>An image of,title,An image of Letter R<|endofchunk|>,1,0
data/test/title/LCE-1915-04-17-a-i0011.jpg,<image>An image of,title,An image of E<|endofchunk|>,1,0
data/test/title/LCE-1904-01-20-a-i0002.jpg,<image>An image of,title,An image of the letter C.<|endofchunk|>,1,0
data/test/title/LCE-1914-06-19-a-i0015.jpg,<image>An image of,title,An image of N<|endofchunk|>,1,0
data/test/title/LCE-1901-02-16-a-i0011.jpg,<image>An image of,title,An image of the letter B.<|endofchunk|>,1,0
data/test/title/LCE-1931-05-08-a-i0014.jpg,<image>An image of,title,An image of the letter D<|endofchunk|>,1,0
data/test/title/LCE-1926-12-24-a-i0057.jpg,<image>An image of,title,An image of the letter D.<|endofchunk|>,1,0
data/test/title/LCE-1942-01-21-a-i0014.jpg,<image>An image of,title,An image of the letter D.<|endofchunk|>,1,0
data/test/title/LCE-1914-05-15-a-i0014.jpg,<image>An image of,title,An image of the letter C.<|endofchunk|>,1,0
data/test/title/LCE-1953-06-26-a-i0014.jpg,<image>An image of,title,An image of E<|endofchunk|>,1,0
data/test/title/LCE-1952-05-02-a-i0002.jpg,<image>An image of,title,An image of the letter L.<|endofchunk|>,1,0
data/test/title/LCE-1901-06-01-a-i0012.jpg,<image>An image of,title,An image of B<|endofchunk|>,1,0
data/test/title/LCE-1909-08-11-a-i0007_2.jpg,<image>An image of,title,An image of Letter E<|endofchunk|>,1,0
data/test/title/LCE-1910-04-02-a-i0009.jpg,<image>An image of,title,An image of the letter N.<|endofchunk|>,1,0
data/test/title/LCE-1904-03-09-a-i0001.jpg,<image>An image of,title,An image of the letter E.<|endofchunk|>,1,0
data/test/title/LCE-1904-07-27-a-i0010.jpg,<image>An image of,title,An image of the number 0.<|endofchunk|>,1,0
data/test/title/LCE-1906-06-09-a-i0002.jpg,<image>An image of,title,An image of the letter C.<|endofchunk|>,1,0
data/test/title/LCE-1906-06-06-a-i0018.jpg,<image>An image of,title,An image of the letter L.<|endofchunk|>,1,0
data/test/title/LCE-1906-10-13-a-i0019.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1931-07-10-a-i0012.jpg,<image>An image of,title,An image of F<|endofchunk|>,1,0
data/test/title/LCE-1933-02-01-a-i0009.jpg,<image>An image of,title,An image of the letter O.<|endofchunk|>,1,0
data/test/title/LCE-1913-04-09-a-i0015.jpg,<image>An image of,title,An image of the letter D.<|endofchunk|>,1,0
data/test/title/LCE-1910-12-31-a-i0018.jpg,<image>An image of,title,An image of the letter R.<|endofchunk|>,1,0
data/test/title/LCE-1902-02-19-a-i0007.jpg,<image>An image of,title,An image of the letter N<|endofchunk|>,1,0
data/test/title/LCE-1948-04-05-a-i0009.jpg,<image>An image of,title,An image of the number 0<|endofchunk|>,1,0
data/test/map/GDL-1991-06-01-a-i0298.jpg,<image>An image of,map,An image of a map of the weather conditions in Europe during the winter of 1940-1941.<|endofchunk|>,1,0
data/test/map/EXP-1992-02-14-a-i0439_3.jpg,<image>An image of,map,An image of a map of the European continent showing the weather conditions for the month of May.<|endofchunk|>,1,0
data/test/map/JDG-1940-03-08-a-i0008.jpg,<image>An image of,map,An image of a map of the Caucasus<|endofchunk|>,1,0
data/test/map/EXP-1957-07-04-a-i0103_2.jpg,<image>An image of,map,An image of the route of the first stage of the Tour de France<|endofchunk|>,1,0
data/test/map/EXP-1979-10-23-a-i0132_2.jpg,<image>An image of,map,An image of a map showing the layout of the estate<|endofchunk|>,1,0
data/test/map/IMP-1960-01-16-a-i0024.jpg,<image>An image of,map,An image of a map of the Soviet Union and its allies in the Second World War.<|endofchunk|>,1,0
data/test/map/EXP-2003-09-29-a-i0014.jpg,<image>An image of,map,An image of Hong Kong<|endofchunk|>,1,0
data/test/map/GDL-1907-04-02-a-i0069.jpg,<image>An image of,map,An image of the Penaflor mine<|endofchunk|>,1,0
data/test/map/JDG-1959-02-02-a-i0018.jpg,<image>An image of,map,An image of a map of the French Alsace-Lorraine region.<|endofchunk|>,1,0
data/test/map/GDL-1950-05-17-a-i0056.jpg,<image>An image of,map,An image of Le Combattant Gauri-Koussef<|endofchunk|>,1,0
data/test/map/EXP-2017-08-02-a-i0209.jpg,<image>An image of,map,An image of the La Météo newspaper<|endofchunk|>,1,0
data/test/map/GDL-1918-12-02-a-i0002.jpg,<image>An image of,map,An image of the route of the Zambesi Expedition.<|endofchunk|>,1,0
data/test/map/EXP-2009-01-31-a-i0302_2.jpg,<image>An image of,map,An image of the weather forecast for the weekend<|endofchunk|>,1,0
data/test/map/LCE-1998-03-06-a-i0015_2.jpg,<image>An image of,map,"An image of the Ordnance Survey One-inch to the mile map of the Lake District, c.18",1,0
data/test/map/GDL-1941-07-15-a-i0121.jpg,<image>An image of,map,An image of a map of the Middle East during the First World War.<|endofchunk|>,1,0
data/test/map/JDG-1987-04-10-a-i0203_2.jpg,<image>An image of,map,An image of a map of the International Business Park<|endofchunk|>,1,0
data/test/logo/JDG-1925-08-29-a-i0041.jpg,<image>An image of,logo,An image of the logo of the Party of Democratic Socialism (PDS).<|endofchunk|>,1,0
data/test/logo/JDG-1977-12-17-a-i0244.jpg,<image>An image of,logo,An image of a flower.<|endofchunk|>,1,0
data/test/logo/LCE-1977-11-18-a-i0010.jpg,<image>An image of,logo,An image of the EEC logo.<|endofchunk|>,1,0
data/test/logo/EXP-1979-05-04-a-i0025.jpg,<image>An image of,logo,An image of the logo of the police de Neuchatel.<|endofchunk|>,1,0
data/test/logo/LCE-1952-08-29-a-i0021.jpg,<image>An image of,logo,An image of the logo for the Rubber Trifit Company.<|endofchunk|>,1,0
data/test/logo/LCE-1939-02-22-a-i0036.jpg,<image>An image of,logo,An image of the front cover of the first edition of Bauhaus St. Jacques<|endofchunk|>,1,0
data/test/logo/LCE-1981-02-17-a-i0063_2.jpg,<image>An image of,logo,An image of the ASA logo.<|endofchunk|>,1,0
data/test/logo/IMP-1979-12-27-a-i0050.jpg,<image>An image of,logo,"An image of the front page of the French edition of the New York Times, which carried the story of the French",1,0
data/test/logo/JDG-1907-11-03-a-i0012.jpg,<image>An image of,logo,An image of the Daughters of the American Revolution logo.<|endofchunk|>,1,0
data/test/logo/IMP-1973-01-30-a-i0025.jpg,<image>An image of,logo,An image of page 2<|endofchunk|>,1,0
data/test/logo/LCE-1909-05-26-a-i0023.jpg,<image>An image of,logo,An image of the Hässen & Vogt logo.<|endofchunk|>,1,0
data/test/logo/GDL-1978-02-27-a-i0145.jpg,<image>An image of,logo,An image of a rooster<|endofchunk|>,1,0
data/test/logo/JDG-1909-10-12-a-i0099.jpg,<image>An image of,logo,An image of the Cross of Lorraine.<|endofchunk|>,1,0
data/test/logo/IMP-1915-06-08-a-i0031.jpg,<image>An image of,logo,An image of a page from a music score.<|endofchunk|>,1,0
data/test/logo/LCE-1924-03-03-a-i0033.jpg,<image>An image of,logo,An image of Hotel Klüsera Poste<|endofchunk|>,1,0
data/test/logo/EXP-1923-03-21-a-i0023.jpg,<image>An image of,logo,An image of the label for the Model A armoured car.<|endofchunk|>,1,0
data/test/logo/JDG-1907-12-13-a-i0050.jpg,<image>An image of,logo,An image of the Rosicrucian Order.<|endofchunk|>,1,0
data/test/logo/LCE-1970-06-23-a-i0095_2.jpg,<image>An image of,logo,An image of the Porsche badge.<|endofchunk|>,1,0
data/test/logo/IMP-1980-04-03-a-i0263.jpg,<image>An image of,logo,An image of the VH logo.<|endofchunk|>,1,0
data/test/logo/LCE-1903-12-23-a-i0048.jpg,<image>An image of,logo,An image of the cover of a chocolate magazine.<|endofchunk|>,1,0
data/test/logo/LCE-1952-05-16-a-i0010.jpg,<image>An image of,logo,An image of the front cover of Le Grand Duel.<|endofchunk|>,1,0
data/test/logo/EXP-1966-11-11-a-i0429.jpg,<image>An image of,logo,An image of the title page of the first issue of Vintage.<|endofchunk|>,1,0
data/test/logo/LCE-1908-11-04-a-i0048.jpg,<image>An image of,logo,An image of the coat of arms of the House of Orléans.<|endofchunk|>,1,0
data/test/logo/IMP-1915-03-27-a-i0043.jpg,<image>An image of,logo,"An image of a page from a music book, showing a musical staff with music notes on it. The notes are",1,0
data/test/logo/LCE-1929-06-14-a-i0044.jpg,<image>An image of,logo,An image of the Citröen Citroën Citroën Citroën Citroë,1,0
data/test/logo/EXP-2003-01-31-a-i0051.jpg,<image>An image of,logo,An image of the Service d'Informatique et de Securité<|endofchunk|>,1,0
data/test/logo/LCE-1904-11-26-a-i0031.jpg,<image>An image of,logo,An image of the Saxon logo.<|endofchunk|>,1,0
data/test/logo/EXP-2017-10-24-a-i0150.jpg,<image>An image of,logo,An image of the Margot Maouzou website<|endofchunk|>,1,0
data/test/logo/IMP-2016-11-03-a-i0254.jpg,<image>An image of,logo,An image of the La Mer logo.<|endofchunk|>,1,0
data/test/logo/LCE-1970-04-14-a-i0026.jpg,<image>An image of,logo,An image of the logo of the National Association for the Advancement of Colored People (NAACP).<|endofchunk|>,1,0
data/test/logo/IMP-2014-01-03-a-i0088.jpg,<image>An image of,logo,An image of the Agenda<|endofchunk|>,1,0
data/test/logo/LCE-1952-05-09-a-i0053_2.jpg,<image>An image of,logo,An image of 'Nouvelle Elna'<|endofchunk|>,1,0
data/test/logo/EXP-2005-11-16-a-i0232_2.jpg,<image>An image of,logo,An image of the logo for the NBA.<|endofchunk|>,1,0
data/test/logo/GDL-1965-04-27-a-i0119.jpg,<image>An image of,logo,An image of the front of a cigarette pack.<|endofchunk|>,1,0
data/test/logo/JDG-1982-07-05-a-i0042.jpg,<image>An image of,logo,An image of a flower.<|endofchunk|>,1,0
data/test/logo/EXP-2016-03-11-a-i0182.jpg,<image>An image of,logo,An image of Indicateurs<|endofchunk|>,1,0
data/test/logo/EXP-1906-02-05-a-i0060.jpg,<image>An image of,logo,An image of the name 'Jeremy Simons'<|endofchunk|>,1,0
data/test/logo/LCE-1903-11-04-a-i0027.jpg,<image>An image of,logo,An image of the front cover of the French edition of the novel.<|endofchunk|>,1,0
data/test/logo/IMP-1963-03-12-a-i0199.jpg,<image>An image of,logo,An image of an owl with a crown on its head.<|endofchunk|>,1,0
data/test/logo/JDG-1970-04-09-a-i0185.jpg,<image>An image of,logo,An image of the logo of Mode Speciale.<|endofchunk|>,1,0
data/test/logo/IMP-1996-03-27-a-i0210_2.jpg,<image>An image of,logo,An image of the head of a man in a circle.<|endofchunk|>,1,0
data/test/logo/LCE-1923-06-22-a-i0016.jpg,<image>An image of,logo,An image of Citroën Citroën Citroën Citroën Citroën,1,0
data/test/logo/EXP-1953-05-30-a-i0157.jpg,<image>An image of,logo,An image of the cover of the Sappenzeppelner Syphilitic Ideal<|endofchunk|>,1,0
data/test/logo/LCE-1975-02-14-a-i0004.jpg,<image>An image of,logo,An image of the DirecTV logo.<|endofchunk|>,1,0
data/test/logo/IMP-1990-08-22-a-i0508.jpg,<image>An image of,logo,An image of the FC Saint-Blaise logo.<|endofchunk|>,1,0
data/test/game/IMP-2002-05-06-a-i0141.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/GDL-1926-07-12-a-i0063_2.jpg,<image>An image of,game,An image of a wordsearch puzzle.<|endofchunk|>,1,0
data/test/game/IMP-2008-10-15-a-i0133_3.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1985-07-06-a-i0063.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1936-02-14-a-i0035.jpg,<image>An image of,game,An image of a chess board with a chess piece on it.<|endofchunk|>,1,0
data/test/game/GDL-1971-03-06-a-i0329.jpg,<image>An image of,game,An image of a chess board with a chess piece on it.<|endofchunk|>,1,0
data/test/game/EXP-1939-12-13-a-i0083.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/JDG-1974-09-14-a-i0221.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/JDG-1943-06-09-a-i0074.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1996-12-30-a-i0048.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1958-06-25-a-i0118.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1981-09-01-a-i0332_3.jpg,<image>An image of,game,"An image of Luke Skywalker, Han Solo, and Chewbacca from Star Wars: The Empire Strikes",1,0
data/test/game/JDG-1942-06-09-a-i0052.jpg,<image>An image of,game,An image of a chess board with a chess piece on it.<|endofchunk|>,1,0
data/test/game/GDL-1958-03-15-a-i0317.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1973-09-01-a-i0208.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1981-10-23-a-i0114.jpg,<image>An image of,game,An image of the Word Search<|endofchunk|>,1,0
data/test/game/EXP-2013-08-14-a-i0109.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-2011-10-25-a-i0292.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1989-07-01-a-i0086_3.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1956-03-05-a-i0103.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/IMP-2017-11-18-a-i0260.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/EXP-2000-11-14-a-i0347_2.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-2014-07-11-a-i0125.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1976-05-15-a-i0373.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/GDL-1938-09-18-a-i0054.jpg,<image>An image of,game,An image of the first page of the puzzle.<|endofchunk|>,1,0
data/test/game/IMP-1973-10-31-a-i0019.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/JDG-1988-01-20-a-i0172.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-2017-07-07-a-i0104.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1967-09-29-a-i0450_2.jpg,<image>An image of,game,An image of a Sudoku puzzle.<|endofchunk|>,1,0
data/test/game/GDL-1964-05-30-a-i0320.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/EXP-1965-10-04-a-i0242.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
data/test/game/JDG-1987-11-06-a-i0201.jpg,<image>An image of,game,An image of a chess board with a chess piece on it.<|endofchunk|>,1,0
data/test/game/JDG-1936-02-07-a-i0064.jpg,<image>An image of,game,An image of a crossword puzzle.<|endofchunk|>,1,0
