File Path,Prompt,Class Name,Predicted Text
../data/test/title/LCE-1913-01-08-a-i0015.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1911-12-06-a-i0016.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1948-06-09-a-i0015.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1943-01-27-a-i0017.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1907-08-14-a-i0009.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1952-02-27-a-i0002.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1906-02-03-a-i0003.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1912-11-23-a-i0020.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1913-02-15-a-i0009.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1913-03-01-a-i0008.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1910-04-27-a-i0002.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1942-01-02-a-i0012.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1908-10-07-a-i0011.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1904-07-02-a-i0002.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1923-03-09-a-i0051.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1907-01-01-a-i0016.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1912-10-19-a-i0010.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1904-06-15-a-i0019.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1933-05-03-a-i0012.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1948-09-17-a-i0020.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1911-10-18-a-i0084.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1908-03-07-a-i0008.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1933-10-09-a-i0017.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1949-12-19-a-i0016.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1909-05-01-a-i0001.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1944-03-31-a-i0017.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1908-08-05-a-i0017.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1935-06-10-a-i0011.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1906-03-14-a-i0020.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1943-01-27-a-i0008.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1900-08-29-a-i0011.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1915-04-07-a-i0012.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1908-01-22-a-i0011_2.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1911-10-18-a-i0002.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1919-12-12-a-i0013.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1958-06-16-a-i0011.jpg,<image>This image can be classified as a,title,photo
../data/test/title/LCE-1903-04-15-a-i0005.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1906-07-25-a-i0010.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1912-10-12-a-i0009.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1915-12-08-a-i0013.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1932-07-15-a-i0019.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1900-03-17-a-i0006.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1914-05-11-a-i0016.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1907-12-28-a-i0001.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1933-09-15-a-i0015.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1919-07-12-a-i0020.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1905-04-08-a-i0010.jpg,<image>This image can be classified as a,title,logo
../data/test/title/LCE-1950-02-24-a-i0001.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1914-05-01-a-i0002.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1920-12-03-a-i0084.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1941-08-18-a-i0015.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1942-05-20-a-i0019.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1908-09-26-a-i0010.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1908-03-28-a-i0012.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1914-07-10-a-i0015.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1921-12-09-a-i0059.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1915-04-17-a-i0011.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1904-01-20-a-i0002.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1914-06-19-a-i0015.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1901-02-16-a-i0011.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1931-05-08-a-i0014.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1926-12-24-a-i0057.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1942-01-21-a-i0014.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1914-05-15-a-i0014.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1953-06-26-a-i0014.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1952-05-02-a-i0002.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1901-06-01-a-i0012.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1909-08-11-a-i0007_2.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1910-04-02-a-i0009.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1904-03-09-a-i0001.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1904-07-27-a-i0010.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1906-06-09-a-i0002.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1906-06-06-a-i0018.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1906-10-13-a-i0019.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1931-07-10-a-i0012.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1933-02-01-a-i0009.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1913-04-09-a-i0015.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1910-12-31-a-i0018.jpg,<image>This image can be classified as a,title,unclas
../data/test/title/LCE-1902-02-19-a-i0007.jpg,<image>This image can be classified as a,title,title
../data/test/title/LCE-1948-04-05-a-i0009.jpg,<image>This image can be classified as a,title,unclas
../data/test/map/GDL-1991-06-01-a-i0298.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/EXP-1992-02-14-a-i0439_3.jpg,<image>This image can be classified as a,map,map
../data/test/map/JDG-1940-03-08-a-i0008.jpg,<image>This image can be classified as a,map,map
../data/test/map/EXP-1957-07-04-a-i0103_2.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/EXP-1979-10-23-a-i0132_2.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/IMP-1960-01-16-a-i0024.jpg,<image>This image can be classified as a,map,map
../data/test/map/EXP-2003-09-29-a-i0014.jpg,<image>This image can be classified as a,map,map
../data/test/map/GDL-1907-04-02-a-i0069.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/JDG-1959-02-02-a-i0018.jpg,<image>This image can be classified as a,map,map
../data/test/map/GDL-1950-05-17-a-i0056.jpg,<image>This image can be classified as a,map,map
../data/test/map/EXP-2017-08-02-a-i0209.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/GDL-1918-12-02-a-i0002.jpg,<image>This image can be classified as a,map,map
../data/test/map/EXP-2009-01-31-a-i0302_2.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/LCE-1998-03-06-a-i0015_2.jpg,<image>This image can be classified as a,map,unclas
../data/test/map/GDL-1941-07-15-a-i0121.jpg,<image>This image can be classified as a,map,map
../data/test/map/JDG-1987-04-10-a-i0203_2.jpg,<image>This image can be classified as a,map,map
../data/test/logo/JDG-1925-08-29-a-i0041.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/JDG-1977-12-17-a-i0244.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1977-11-18-a-i0010.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-1979-05-04-a-i0025.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/LCE-1952-08-29-a-i0021.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/LCE-1939-02-22-a-i0036.jpg,<image>This image can be classified as a,logo,photo
../data/test/logo/LCE-1981-02-17-a-i0063_2.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/IMP-1979-12-27-a-i0050.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/JDG-1907-11-03-a-i0012.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/IMP-1973-01-30-a-i0025.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1909-05-26-a-i0023.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/GDL-1978-02-27-a-i0145.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/JDG-1909-10-12-a-i0099.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-1915-06-08-a-i0031.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1924-03-03-a-i0033.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-1923-03-21-a-i0023.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/JDG-1907-12-13-a-i0050.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1970-06-23-a-i0095_2.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-1980-04-03-a-i0263.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1903-12-23-a-i0048.jpg,<image>This image can be classified as a,logo,comic
../data/test/logo/LCE-1952-05-16-a-i0010.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-1966-11-11-a-i0429.jpg,<image>This image can be classified as a,logo,title
../data/test/logo/LCE-1908-11-04-a-i0048.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-1915-03-27-a-i0043.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1929-06-14-a-i0044.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-2003-01-31-a-i0051.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1904-11-26-a-i0031.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-2017-10-24-a-i0150.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-2016-11-03-a-i0254.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/LCE-1970-04-14-a-i0026.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-2014-01-03-a-i0088.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/LCE-1952-05-09-a-i0053_2.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-2005-11-16-a-i0232_2.jpg,<image>This image can be classified as a,logo,photo
../data/test/logo/GDL-1965-04-27-a-i0119.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/JDG-1982-07-05-a-i0042.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-2016-03-11-a-i0182.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/EXP-1906-02-05-a-i0060.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1903-11-04-a-i0027.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/IMP-1963-03-12-a-i0199.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/JDG-1970-04-09-a-i0185.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/IMP-1996-03-27-a-i0210_2.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/LCE-1923-06-22-a-i0016.jpg,<image>This image can be classified as a,logo,unclas
../data/test/logo/EXP-1953-05-30-a-i0157.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/LCE-1975-02-14-a-i0004.jpg,<image>This image can be classified as a,logo,logo
../data/test/logo/IMP-1990-08-22-a-i0508.jpg,<image>This image can be classified as a,logo,logo
../data/test/game/IMP-2002-05-06-a-i0141.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/GDL-1926-07-12-a-i0063_2.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-2008-10-15-a-i0133_3.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1985-07-06-a-i0063.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1936-02-14-a-i0035.jpg,<image>This image can be classified as a,game,game
../data/test/game/GDL-1971-03-06-a-i0329.jpg,<image>This image can be classified as a,game,game
../data/test/game/EXP-1939-12-13-a-i0083.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/JDG-1974-09-14-a-i0221.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/JDG-1943-06-09-a-i0074.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1996-12-30-a-i0048.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1958-06-25-a-i0118.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1981-09-01-a-i0332_3.jpg,<image>This image can be classified as a,game,comic
../data/test/game/JDG-1942-06-09-a-i0052.jpg,<image>This image can be classified as a,game,game
../data/test/game/GDL-1958-03-15-a-i0317.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1973-09-01-a-i0208.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1981-10-23-a-i0114.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2013-08-14-a-i0109.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2011-10-25-a-i0292.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1989-07-01-a-i0086_3.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1956-03-05-a-i0103.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-2017-11-18-a-i0260.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2000-11-14-a-i0347_2.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2014-07-11-a-i0125.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1976-05-15-a-i0373.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/GDL-1938-09-18-a-i0054.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1973-10-31-a-i0019.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/JDG-1988-01-20-a-i0172.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2017-07-07-a-i0104.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1967-09-29-a-i0450_2.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/GDL-1964-05-30-a-i0320.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1965-10-04-a-i0242.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/JDG-1987-11-06-a-i0201.jpg,<image>This image can be classified as a,game,game
../data/test/game/JDG-1936-02-07-a-i0064.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1959-02-20-a-i0098.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/GDL-1974-11-02-a-i0180_9.jpg,<image>This image can be classified as a,game,graph
../data/test/game/GDL-1915-07-04-a-i0099.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1967-05-03-a-i0276.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/JDG-1974-05-18-a-i0221_2.jpg,<image>This image can be classified as a,game,game
../data/test/game/JDG-1947-12-27-a-i0052.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-1972-06-12-a-i0345_2.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/GDL-1964-05-30-a-i0320_6.jpg,<image>This image can be classified as a,game,game
../data/test/game/GDL-1961-04-08-a-i0326.jpg,<image>This image can be classified as a,game,game
../data/test/game/EXP-1981-09-01-a-i0332.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/EXP-2009-03-18-a-i0136.jpg,<image>This image can be classified as a,game,unclas
../data/test/game/IMP-1941-10-18-a-i0034.jpg,<image>This image can be classified as a,game,unclas
../data/test/photo/EXP-1929-08-19-a-i0011.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1977-11-14-a-i0107.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-2012-03-20-a-i0180.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1915-05-01-a-i0007.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/GDL-1928-01-12-a-i0003.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1976-06-14-a-i0140.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-2015-06-19-a-i0017.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-2017-05-10-a-i0059.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1944-04-03-a-i0005.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-2010-08-14-a-i0188.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/LCE-1989-09-22-a-i0018.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1913-07-31-a-i0020.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-1967-08-21-a-i0234.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/LCE-1970-07-28-a-i0070.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-2012-06-14-a-i0072.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/JDG-1945-02-16-a-i0075_2.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1997-08-09-a-i0216.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-1971-12-02-a-i0451.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1971-08-30-a-i0012.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1913-03-10-a-i0089.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/GDL-1940-07-31-a-i0068.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1972-04-20-a-i0026.jpg,<image>This image can be classified as a,photo,logo
../data/test/photo/IMP-1981-01-08-a-i0013.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-1940-12-13-a-i0002.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1940-06-14-a-i0005.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-2010-12-02-a-i0036.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-2007-10-16-a-i0176.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-2012-11-05-a-i0101.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1990-10-02-a-i0036.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/JDG-1979-05-09-a-i0130.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-1957-05-08-a-i0009.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/JDG-1959-11-11-a-i0141.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-2010-01-14-a-i0019.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1969-09-13-a-i0155.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1966-02-18-a-i0473.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1980-11-07-a-i0383.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1969-10-06-a-i0157.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1949-12-22-a-i0014.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1999-02-26-a-i0228.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1929-04-20-a-i0006.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1961-09-04-a-i0048.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1961-09-08-a-i0166.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-2016-03-02-a-i0381.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1982-06-11-a-i0227.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1914-04-14-a-i0002.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/JDG-1990-05-08-a-i0116.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1988-06-27-a-i0026.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1975-11-27-a-i0296.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/JDG-1989-11-07-a-i0090.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-2006-03-11-a-i0243.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-2012-06-27-a-i0062.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/EXP-1993-11-12-a-i0261.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/JDG-1937-11-19-a-i0106.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/LCE-1969-07-09-a-i0083.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/IMP-1945-05-09-a-i0006.jpg,<image>This image can be classified as a,photo,unclas
../data/test/photo/IMP-1943-06-05-a-i0002.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/JDG-1943-09-20-a-i0023.jpg,<image>This image can be classified as a,photo,photo
../data/test/photo/EXP-1962-02-01-a-i0167.jpg,<image>This image can be classified as a,photo,photo
